date,net_trading_volume,net_trading_value_billion_vnd,buy_volume,buy_value_billion_vnd,sell_volume,sell_value_billion_vnd,remaining_room,current_ownership,ticker
2024-08-14,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-08-13,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-08-12,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-08-09,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-08-08,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-08-07,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-08-06,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-08-05,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-08-02,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-08-01,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-07-31,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-07-30,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-07-29,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-07-24,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-07-23,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-07-22,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-07-19,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-07-18,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-07-17,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-07-16,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-07-15,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-07-12,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-07-11,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-07-10,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-07-08,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-07-04,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-07-03,0,0.0,0,0.0,0,0.0,4769122,0.0,bvg
2024-07-02,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-07-01,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-06-28,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-06-27,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-06-26,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-06-25,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-06-24,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-06-21,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-06-20,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-06-19,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-06-18,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-06-17,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-06-14,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-06-13,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-06-12,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-06-11,0,0.0,0,0.0,0,0.0,4769122,0.0,bvg
2024-06-10,0,0.0,0,0.0,0,0.0,4769122,0.0,bvg
2024-06-07,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-06-06,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-06-05,0,0.0,0,0.0,0,0.0,4769122,0.0,bvg
2024-06-04,0,0.0,0,0.0,0,0.0,4769122,0.0,bvg
2024-06-03,0,0.0,0,0.0,0,0.0,4769122,0.0,bvg
2024-05-31,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-05-30,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-05-29,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-05-28,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-05-27,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-05-24,0,0.0,0,0.0,0,0.0,4769122,0.0,bvg
2024-05-23,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-05-22,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-05-21,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-05-20,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-05-17,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-05-16,0,0.0,0,0.0,0,0.0,4769122,0.0,bvg
2024-05-15,0,0.0,0,0.0,0,0.0,4769122,0.0,bvg
2024-05-14,0,0.0,0,0.0,0,0.0,4769122,0.0,bvg
2024-05-13,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-05-10,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-05-09,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-05-08,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-05-07,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-05-06,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-05-03,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-05-02,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-04-26,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-04-25,0,0.0,0,0.0,0,0.0,4769122,0.0,bvg
2024-04-24,0,0.0,0,0.0,0,0.0,4769122,0.0,bvg
2024-04-23,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-04-22,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-04-19,0,0.0,0,0.0,0,0.0,4769122,0.0,bvg
2024-04-17,0,0.0,0,0.0,0,0.0,4769122,0.0,bvg
2024-04-16,0,0.0,0,0.0,0,0.0,4637722,0.0,bvg
2024-04-15,0,0.0,0,0.0,0,0.0,4637722,0.0,bvg
2024-04-12,-131400,-0.22,0,0.0,131400,0.22,4637722,1.44,bvg
2024-04-11,0,0.0,0,0.0,0,0.0,4637722,1.44,bvg
2024-04-10,0,0.0,0,0.0,0,0.0,4637722,0.0,bvg
2024-04-09,10000,0.02,10000,0.02,0,0.0,4636722,0.0,bvg
2024-04-08,100000,0.19,100000,0.19,0,0.0,4646722,0.0,bvg
2024-04-05,-1000,-0.0,0,0.0,1000,0.0,4746722,0.32,bvg
2024-04-04,0,0.0,0,0.0,0,0.0,4743622,0.0,bvg
2024-04-03,0,0.0,0,0.0,0,0.0,4743622,0.35,bvg
2024-04-02,-3100,-0.01,0,0.0,3100,0.01,4743622,0.0,bvg
2024-04-01,0,0.0,0,0.0,0,0.0,4743622,0.35,bvg
2024-03-29,0,0.0,0,0.0,0,0.0,4743622,0.35,bvg
2024-03-28,0,0.0,0,0.0,0,0.0,4743622,0.35,bvg
2024-03-27,0,0.0,0,0.0,0,0.0,4743622,0.35,bvg
2024-03-26,0,0.0,0,0.0,0,0.0,4743622,0.0,bvg
2024-03-25,0,0.0,0,0.0,0,0.0,4743622,0.35,bvg
2024-03-22,0,0.0,0,0.0,0,0.0,4723022,0.0,bvg
2024-03-21,0,0.0,0,0.0,0,0.0,4723022,0.0,bvg
2024-03-20,-20600,-0.05,0,0.0,20600,0.05,4723022,0.0,bvg
2024-03-19,0,0.0,0,0.0,0,0.0,4723022,0.56,bvg
2024-03-18,100,0.0,100,0.0,0,0.0,4723022,0.56,bvg
2024-03-15,46000,0.12,46000,0.12,0,0.0,4723122,0.0,bvg
2024-03-14,0,0.0,0,0.0,0,0.0,4769122,0.0,bvg
2024-03-13,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-03-12,0,0.0,0,0.0,0,0.0,4769122,0.09,bvg
2024-03-11,100,0.0,100,0.0,0,0.0,4769122,0.0,bvg
2024-03-08,0,0.0,0,0.0,0,0.0,4769222,0.0,bvg
2024-03-07,0,0.0,0,0.0,0,0.0,4769222,0.0,bvg
2024-03-06,0,0.0,0,0.0,0,0.0,4769222,0.0,bvg
2024-03-05,0,0.0,0,0.0,0,0.0,4769222,0.09,bvg
2024-03-04,0,0.0,0,0.0,0,0.0,4769222,0.0,bvg
2024-03-01,0,0.0,0,0.0,0,0.0,4769222,0.0,bvg
2024-02-29,0,0.0,0,0.0,0,0.0,4769222,0.09,bvg
2024-02-28,0,0.0,0,0.0,0,0.0,4769222,0.0,bvg
2024-02-27,0,0.0,0,0.0,0,0.0,4769222,0.0,bvg
2024-02-26,0,0.0,0,0.0,0,0.0,4769222,0.09,bvg
2024-02-23,0,0.0,0,0.0,0,0.0,4769222,0.0,bvg
2024-02-22,0,0.0,0,0.0,0,0.0,4769222,0.09,bvg
2024-02-21,0,0.0,0,0.0,0,0.0,4769222,0.09,bvg
2024-02-20,0,0.0,0,0.0,0,0.0,4769222,0.09,bvg
2024-02-19,0,0.0,0,0.0,0,0.0,4769222,0.09,bvg
2024-02-16,0,0.0,0,0.0,0,0.0,4769222,0.09,bvg
2024-02-15,0,0.0,0,0.0,0,0.0,4769222,0.09,bvg
2024-02-07,0,0.0,0,0.0,0,0.0,4769222,0.09,bvg
2024-02-06,0,0.0,0,0.0,0,0.0,4769222,0.09,bvg
2024-02-05,0,0.0,0,0.0,0,0.0,4769222,0.0,bvg
2024-02-02,0,0.0,0,0.0,0,0.0,4769222,0.09,bvg
2024-02-01,0,0.0,0,0.0,0,0.0,4769222,0.0,bvg
2024-01-31,0,0.0,0,0.0,0,0.0,4769222,0.09,bvg
2024-01-30,0,0.0,0,0.0,0,0.0,4769222,0.09,bvg
2024-01-29,0,0.0,0,0.0,0,0.0,4769222,0.09,bvg
2024-01-26,0,0.0,0,0.0,0,0.0,4769222,0.0,bvg
2024-01-25,0,0.0,0,0.0,0,0.0,4769222,0.0,bvg
2024-01-24,0,0.0,0,0.0,0,0.0,4769222,0.0,bvg
2024-01-23,0,0.0,0,0.0,0,0.0,4769222,0.0,bvg
2024-01-22,0,0.0,0,0.0,0,0.0,4769222,0.0,bvg
2024-01-19,0,0.0,0,0.0,0,0.0,4769222,0.0,bvg
2024-01-18,0,0.0,0,0.0,0,0.0,4769222,0.0,bvg
2024-01-17,0,0.0,0,0.0,0,0.0,4769222,0.09,bvg
2024-01-16,0,0.0,0,0.0,0,0.0,4769222,0.09,bvg
2024-01-15,0,0.0,0,0.0,0,0.0,4769222,0.09,bvg
2024-01-12,0,0.0,0,0.0,0,0.0,4769222,0.0,bvg
2024-01-11,0,0.0,0,0.0,0,0.0,4769222,0.09,bvg
2024-01-10,0,0.0,0,0.0,0,0.0,4769222,0.09,bvg
2024-01-09,0,0.0,0,0.0,0,0.0,4769222,0.09,bvg
2024-01-08,0,0.0,0,0.0,0,0.0,4769222,0.0,bvg
2024-01-05,0,0.0,0,0.0,0,0.0,4769222,0.0,bvg
2024-01-04,0,0.0,0,0.0,0,0.0,4769222,0.0,bvg
2024-01-03,0,0.0,0,0.0,0,0.0,4769222,0.0,bvg
2024-01-02,0,0.0,0,0.0,0,0.0,4769222,0.09,bvg
2024-09-12,-52100,-2.24,3700,0.16,55800,2.4,167416094,26.45,bvh
2024-09-11,-26500,-1.14,3000,0.13,29500,1.27,167358195,26.45,bvh
2024-09-10,182100,7.89,243200,10.54,61100,2.65,167332195,26.46,bvh
2024-09-09,0,0.0,0,0.0,0,0.0,167572495,26.43,bvh
2024-09-06,-900,-0.04,3000,0.13,3900,0.17,167549795,26.43,bvh
2024-09-05,123100,5.5,170200,7.6,47100,2.1,167494665,26.44,bvh
2024-09-04,-56700,-2.54,1400,0.06,58100,2.61,167619165,26.42,bvh
2024-08-30,-32000,-1.45,13700,0.62,45700,2.06,167556805,26.43,bvh
2024-08-29,-29800,-1.36,33900,1.53,63700,2.89,167506375,26.43,bvh
2024-08-28,-54600,-2.47,9500,0.43,64100,2.9,167506585,26.43,bvh
2024-08-27,-23100,-1.05,9000,0.41,32100,1.46,167485685,26.44,bvh
2024-08-26,-4600,-0.21,25700,1.18,30300,1.4,167473265,26.44,bvh
2024-08-23,154000,7.04,175400,8.02,21400,0.98,167445565,26.44,bvh
2024-08-22,21000,0.94,74400,3.32,53400,2.38,167604865,26.42,bvh
2024-08-21,600,0.02,16700,0.74,16100,0.72,167634475,26.42,bvh
2024-08-20,-29500,-1.31,15200,0.68,44700,1.98,167601473,26.42,bvh
2024-08-19,71100,3.15,101300,4.48,30200,1.33,167601473,26.42,bvh
2024-08-16,76700,3.36,111400,4.86,34700,1.5,167662175,26.41,bvh
2024-08-15,12500,0.53,53100,2.27,40600,1.74,167726875,26.41,bvh
2024-08-14,-44300,-1.9,2400,0.1,46700,2.0,167678205,26.41,bvh
2024-08-13,-83100,-3.57,18600,0.8,101700,4.37,167617605,26.42,bvh
2024-08-12,-60200,-2.59,2800,0.12,63000,2.72,167569605,26.43,bvh
2024-08-09,-12300,-0.51,54300,2.33,66600,2.83,167505305,26.43,bvh
2024-08-08,-68000,-2.9,1100,0.05,69100,2.95,167552125,26.43,bvh
2024-08-07,2900,0.12,15300,0.64,12400,0.53,167521325,26.43,bvh
2024-08-06,-4100,-0.18,27800,1.17,31900,1.34,167468765,26.44,bvh
2024-08-05,168200,7.1,236000,9.99,67800,2.89,167474765,26.44,bvh
2024-08-02,220900,9.41,242700,10.34,21800,0.93,167690565,26.41,bvh
2024-08-01,65200,2.86,85400,3.73,20200,0.87,167903845,26.38,bvh
2024-07-31,300,0.01,29700,1.29,29400,1.28,167929145,26.38,bvh
2024-07-30,-22000,-0.95,6300,0.27,28300,1.23,167927597,26.38,bvh
2024-07-29,-22000,-0.95,6300,0.27,28300,1.23,167905770,26.38,bvh
2024-07-24,-269000,-11.41,80500,3.42,349500,14.83,167676282,26.41,bvh
2024-07-23,113372,5.06,166300,7.42,52928,2.36,167715162,26.41,bvh
2024-07-22,-18600,-0.83,22900,1.03,41500,1.86,167829652,26.39,bvh
2024-07-19,-33600,-1.57,17100,0.78,50700,2.36,167837692,26.39,bvh
2024-07-18,11800,0.55,26600,1.24,14800,0.69,167795852,26.4,bvh
2024-07-17,-12300,-0.61,46600,2.14,58900,2.75,167774746,26.4,bvh
2024-07-16,-9800,-0.46,37800,1.76,47600,2.21,167804745,26.39,bvh
2024-07-15,32200,1.48,48800,2.24,16600,0.76,167814575,26.39,bvh
2024-07-12,-23200,-1.07,3700,0.17,26900,1.24,167806230,26.39,bvh
2024-07-11,-38500,-1.79,16600,0.78,55100,2.56,167782030,26.4,bvh
2024-07-10,800,0.04,28700,1.35,27900,1.31,167723590,26.41,bvh
2024-07-08,-5500,-0.26,53400,2.46,58900,2.72,167718965,26.41,bvh
2024-07-04,-32100,-1.52,5300,0.25,37400,1.77,167647560,26.42,bvh
2024-07-03,-69900,-3.31,17400,0.82,87300,4.13,167518520,26.43,bvh
2024-07-02,60600,2.9,193900,9.22,133300,6.32,167510870,26.43,bvh
2024-07-01,-12600,-0.57,13900,0.64,26500,1.21,167674570,26.41,bvh
2024-06-28,157100,7.25,188300,8.69,31200,1.44,167636810,26.42,bvh
2024-06-27,245300,11.38,297900,13.81,52600,2.43,167796837,26.4,bvh
2024-06-26,-20500,-0.91,6600,0.29,27100,1.21,168070021,26.36,bvh
2024-06-25,125000,5.56,149100,6.63,24100,1.07,168056921,26.36,bvh
2024-06-24,14200,0.64,30000,1.33,15800,0.69,167990221,26.37,bvh
2024-06-21,-198900,-8.99,10900,0.49,209800,9.48,167954471,26.37,bvh
2024-06-20,-52000,-2.37,13700,0.62,65700,2.99,167942461,26.38,bvh
2024-06-19,2000,0.09,14900,0.68,12900,0.59,167940292,26.38,bvh
2024-06-18,64800,2.93,80500,3.64,15700,0.71,167928542,26.38,bvh
2024-06-17,3300,0.15,29900,1.33,26600,1.18,167936941,26.38,bvh
2024-06-14,6300,0.3,78300,3.59,72000,3.3,167920641,26.38,bvh
2024-06-13,-10000,-0.45,36100,1.65,46100,2.1,167970640,26.37,bvh
2024-06-12,10300,0.48,38600,1.77,28300,1.29,167896010,26.38,bvh
2024-06-11,-89030,-4.08,20100,0.92,109130,5.0,167512880,26.43,bvh
2024-06-10,-36660,-1.71,33100,1.54,69760,3.25,167815190,26.39,bvh
2024-06-07,-18020,-0.85,13300,0.62,31320,1.47,167778530,26.4,bvh
2024-06-06,-107495,-5.1,5105,0.24,112600,5.34,167512880,26.43,bvh
2024-06-05,-174100,-8.37,106800,5.04,280900,13.41,167704763,26.41,bvh
2024-06-04,-46800,-2.14,45100,2.07,91900,4.2,167530663,26.43,bvh
2024-06-03,10500,0.47,60100,2.73,49600,2.27,167483863,26.44,bvh
2024-05-31,-20900,-0.96,37400,1.69,58300,2.65,167483856,26.44,bvh
2024-05-30,110700,5.0,156800,7.06,46100,2.06,167445568,26.44,bvh
2024-05-29,-33200,-1.58,42500,1.94,75700,3.52,167566768,26.43,bvh
2024-05-28,1600,0.07,37200,1.73,35600,1.66,167569168,26.43,bvh
2024-05-27,-27400,-1.24,15000,0.68,42400,1.93,167474352,26.44,bvh
2024-05-24,182300,8.12,311800,13.92,129500,5.8,167501282,26.44,bvh
2024-05-23,-148000,-6.36,176700,7.66,324700,14.02,167408832,26.45,bvh
2024-05-22,39900,1.67,73500,3.08,33600,1.41,167545664,26.43,bvh
2024-05-21,48500,2.06,88300,3.73,39800,1.68,167502064,26.44,bvh
2024-05-20,76600,3.24,197700,8.29,121100,5.04,167587856,26.42,bvh
2024-05-17,43900,1.79,48400,1.97,4500,0.18,167763760,26.4,bvh
2024-05-16,6400,0.26,28200,1.15,21800,0.89,167738082,26.4,bvh
2024-05-15,-33200,-1.34,29000,1.18,62200,2.52,167744482,26.4,bvh
2024-05-14,-16700,-0.67,22500,0.91,39200,1.58,167711282,26.41,bvh
2024-05-13,-18200,-0.74,5600,0.23,23800,0.97,167749376,26.4,bvh
2024-05-10,-11300,-0.46,5900,0.24,17200,0.71,167748768,26.4,bvh
2024-05-09,24600,1.01,30800,1.27,6200,0.25,167750500,26.4,bvh
2024-05-08,13900,0.57,23000,0.94,9100,0.37,167755056,26.4,bvh
2024-05-07,-14100,-0.58,17100,0.71,31200,1.29,167768144,26.4,bvh
2024-05-06,34400,1.39,44300,1.79,9900,0.4,167770848,26.4,bvh
2024-05-03,-1900,-0.08,12500,0.5,14400,0.58,167721936,26.41,bvh
2024-05-02,-78300,-3.11,14700,0.58,93000,3.7,167723248,26.41,bvh
2024-04-26,10100,0.4,21300,0.84,11200,0.44,167721984,26.41,bvh
2024-04-25,-5000,-0.2,10900,0.43,15900,0.62,167631286,26.42,bvh
2024-04-24,-23600,-0.93,6600,0.26,30200,1.19,167626286,26.42,bvh
2024-04-23,-28100,-1.1,22500,0.88,50600,1.98,167661312,26.41,bvh
2024-04-22,190700,7.58,208800,8.3,18100,0.72,167518128,26.43,bvh
2024-04-19,47500,1.85,213600,8.24,166100,6.4,167765286,26.4,bvh
2024-04-17,-275200,-10.77,104600,4.08,379800,14.85,167812786,26.39,bvh
2024-04-16,5500,0.22,23100,0.91,17600,0.7,167532086,26.43,bvh
2024-04-15,-6600,-0.28,15700,0.64,22300,0.92,167537586,26.43,bvh
2024-04-12,8200,0.34,12000,0.5,3800,0.16,167623264,26.42,bvh
2024-04-11,-1200,-0.05,18800,0.78,20000,0.83,167624064,26.42,bvh
2024-04-10,32400,1.35,43600,1.81,11200,0.47,167537986,26.43,bvh
2024-04-09,48900,2.03,73700,3.07,24800,1.03,167570386,26.43,bvh
2024-04-08,2100,0.09,13700,0.57,11600,0.48,167619286,26.42,bvh
2024-04-05,16400,0.69,19800,0.83,3400,0.14,167730700,26.4,bvh
2024-04-04,11600,0.49,14800,0.63,3200,0.13,167637786,26.42,bvh
2024-04-03,-53100,-2.25,6100,0.26,59200,2.51,167651216,26.42,bvh
2024-04-02,-46400,-1.96,6900,0.29,53300,2.25,167596286,26.42,bvh
2024-04-01,-26500,-1.13,19400,0.83,45900,1.95,167575000,26.43,bvh
2024-03-29,-37300,-1.6,8000,0.34,45300,1.94,167549888,26.43,bvh
2024-03-28,-41400,-1.79,3100,0.13,44500,1.92,167460736,26.44,bvh
2024-03-27,13700,0.6,110800,4.78,97100,4.18,167398080,26.45,bvh
2024-03-26,-63500,-2.72,3200,0.14,66700,2.85,167379968,26.45,bvh
2024-03-25,-51500,-2.2,15400,0.66,66900,2.87,167367584,26.45,bvh
2024-03-22,-57300,-2.44,23200,0.99,80500,3.43,167341568,26.46,bvh
2024-03-21,-13200,-0.56,3900,0.17,17100,0.73,167284268,26.46,bvh
2024-03-20,-19300,-0.81,5700,0.24,25000,1.05,167271068,26.47,bvh
2024-03-19,-17300,-0.73,4600,0.19,21900,0.92,167331744,26.46,bvh
2024-03-18,3600,0.14,26500,1.11,22900,0.97,167174272,26.48,bvh
2024-03-15,-117000,-5.05,47000,2.04,164000,7.08,167238068,26.47,bvh
2024-03-14,142600,6.24,211900,9.26,69300,3.03,167121068,26.49,bvh
2024-03-13,-65600,-2.84,46300,2.02,111900,4.86,167263668,26.47,bvh
2024-03-12,221100,9.58,235900,10.22,14800,0.64,167249472,26.47,bvh
2024-03-11,-28700,-1.26,31800,1.41,60500,2.67,167499878,26.44,bvh
2024-03-08,134003,6.02,236103,10.59,102100,4.57,167471178,26.44,bvh
2024-03-07,-73410,-3.21,23100,1.01,96510,4.23,167605181,26.42,bvh
2024-03-06,-427,-0.02,17503,0.76,17930,0.79,167531771,26.43,bvh
2024-03-05,-2530,-0.11,14100,0.61,16630,0.72,167534944,26.43,bvh
2024-03-04,-13764,-0.6,16100,0.69,29864,1.29,167528814,26.43,bvh
2024-03-01,8600,0.37,11100,0.48,2500,0.11,167515050,26.43,bvh
2024-02-29,32420,1.4,75710,3.25,43290,1.85,167526144,26.43,bvh
2024-02-28,-1000,-0.04,9300,0.39,10300,0.44,167529022,26.43,bvh
2024-02-27,-3770,-0.16,18900,0.8,22670,0.96,167528022,26.43,bvh
2024-02-26,-20350,-0.86,12000,0.5,32350,1.36,167566336,26.43,bvh
2024-02-23,-100,-0.0,12700,0.54,12800,0.54,167503902,26.44,bvh
2024-02-22,-12510,-0.53,2700,0.11,15210,0.64,167495648,26.44,bvh
2024-02-21,-39486,-1.68,7900,0.34,47386,2.01,167495648,26.44,bvh
2024-02-20,-15300,-0.66,23200,1.0,38500,1.66,167492624,26.44,bvh
2024-02-19,51274,2.21,64190,2.76,12916,0.55,167502432,26.44,bvh
2024-02-16,147610,6.25,163010,6.9,15400,0.65,167549100,26.43,bvh
2024-02-15,-1720,-0.07,15800,0.65,17520,0.73,167706300,26.41,bvh
2024-02-07,17300,0.71,23100,0.95,5800,0.24,167715936,26.41,bvh
2024-02-06,-2680,-0.11,5500,0.23,8180,0.34,167717632,26.41,bvh
2024-02-05,-500,-0.02,20900,0.87,21400,0.88,167648290,26.42,bvh
2024-02-02,-6441,-0.26,2500,0.1,8941,0.37,167675952,26.41,bvh
2024-02-01,68800,2.84,96700,3.98,27900,1.14,167738049,26.4,bvh
2024-01-31,-31800,-1.3,1800,0.07,33600,1.37,167738048,26.4,bvh
2024-01-30,-3500,-0.14,31100,1.28,34600,1.42,167737776,26.4,bvh
2024-01-29,17900,0.74,19900,0.82,2000,0.08,167760400,26.4,bvh
2024-01-26,700,0.03,9100,0.37,8400,0.34,167749659,26.4,bvh
2024-01-25,-6700,-0.27,6500,0.26,13200,0.54,167750359,26.4,bvh
2024-01-24,2300,0.09,11700,0.48,9400,0.38,167743659,26.4,bvh
2024-01-23,600,0.03,7700,0.32,7100,0.29,167745959,26.4,bvh
2024-01-22,-9100,-0.37,17900,0.74,27000,1.11,167746559,26.4,bvh
2024-01-19,-9900,-0.41,12500,0.52,22400,0.92,167737459,26.4,bvh
2024-01-18,10600,0.44,42600,1.76,32000,1.32,167727559,26.41,bvh
2024-01-17,48800,2.01,56200,2.31,7400,0.31,167769328,26.4,bvh
2024-01-16,3300,0.13,7100,0.29,3800,0.15,167798160,26.4,bvh
2024-01-15,-21000,-0.87,6300,0.26,27300,1.13,167800464,26.4,bvh
2024-01-12,15800,0.66,20600,0.86,4800,0.2,167769259,26.4,bvh
2024-01-11,262600,11.04,285100,11.98,22500,0.94,167771664,26.4,bvh
2024-01-10,-1900,-0.08,31300,1.27,33200,1.35,168014352,26.37,bvh
2024-01-09,-23700,-0.94,18700,0.75,42400,1.69,168021280,26.37,bvh
2024-01-08,9600,0.39,33900,1.36,24300,0.97,168029359,26.36,bvh
2024-01-05,24300,0.97,27100,1.08,2800,0.11,168038959,26.36,bvh
2024-01-04,15400,0.62,35900,1.43,20500,0.82,168063259,26.36,bvh
2024-01-03,-2700,-0.11,6200,0.25,8900,0.35,168078659,26.36,bvh
2024-01-02,-18800,-0.75,7300,0.29,26100,1.04,168076816,26.36,bvh
2024-09-12,0,0.0,0,0.0,0,0.0,2436000,0.28,bvn
2024-09-11,0,0.0,0,0.0,0,0.0,2436000,0.28,bvn
2024-09-10,0,0.0,0,0.0,0,0.0,2436000,0.28,bvn
2024-09-09,0,0.0,0,0.0,0,0.0,2436000,0.28,bvn
2024-09-06,0,0.0,0,0.0,0,0.0,2436000,0.28,bvn
2024-09-05,0,0.0,0,0.0,0,0.0,2436000,0.28,bvn
2024-09-04,0,0.0,0,0.0,0,0.0,2436000,0.28,bvn
2024-08-30,0,0.0,0,0.0,0,0.0,2436000,0.28,bvn
2024-08-29,0,0.0,0,0.0,0,0.0,2436000,0.28,bvn
2024-08-28,0,0.0,0,0.0,0,0.0,2436000,0.28,bvn
2024-08-27,0,0.0,0,0.0,0,0.0,2436000,0.28,bvn
2024-08-26,0,0.0,0,0.0,0,0.0,2436000,0.28,bvn
2024-08-23,0,0.0,0,0.0,0,0.0,2436000,0.28,bvn
2024-08-22,0,0.0,0,0.0,0,0.0,2436000,0.28,bvn
2024-08-21,0,0.0,0,0.0,0,0.0,2436000,0.28,bvn
2024-08-20,0,0.0,0,0.0,0,0.0,2436000,0.28,bvn
2024-08-19,0,0.0,0,0.0,0,0.0,2436000,0.28,bvn
2024-08-16,0,0.0,0,0.0,0,0.0,2436000,0.28,bvn
2024-08-15,0,0.0,0,0.0,0,0.0,2436000,0.28,bvn
2024-08-14,0,0.0,0,0.0,0,0.0,2436000,0.28,bvn
2024-08-13,0,0.0,0,0.0,0,0.0,2436000,0.28,bvn
2024-08-12,0,0.0,0,0.0,0,0.0,2436000,0.28,bvn
2024-08-09,0,0.0,0,0.0,0,0.0,2436000,0.28,bvn
2024-08-08,0,0.0,0,0.0,0,0.0,2436000,0.28,bvn
2024-08-07,0,0.0,0,0.0,0,0.0,2436000,0.28,bvn
2024-08-06,0,0.0,0,0.0,0,0.0,2436000,0.28,bvn
2024-08-05,0,0.0,0,0.0,0,0.0,2436000,0.28,bvn
2024-08-02,0,0.0,0,0.0,0,0.0,2436000,0.28,bvn
2024-08-01,0,0.0,0,0.0,0,0.0,2436000,0.28,bvn
2024-07-31,0,0.0,0,0.0,0,0.0,2436000,0.28,bvn
2024-07-30,0,0.0,0,0.0,0,0.0,2436000,0.28,bvn
2024-07-29,0,0.0,0,0.0,0,0.0,2436000,0.28,bvn
2024-07-24,0,0.0,0,0.0,0,0.0,2436000,0.28,bvn
2024-07-23,0,0.0,0,0.0,0,0.0,2436000,0.28,bvn
2024-07-22,0,0.0,0,0.0,0,0.0,2436000,0.28,bvn
2024-07-19,0,0.0,0,0.0,0,0.0,2436000,0.28,bvn
2024-07-18,0,0.0,0,0.0,0,0.0,2436000,0.28,bvn
2024-07-17,0,0.0,0,0.0,0,0.0,2436000,0.28,bvn
2024-07-16,0,0.0,0,0.0,0,0.0,2436000,0.28,bvn
2024-07-15,0,0.0,0,0.0,0,0.0,2436000,0.28,bvn
