date,net_trading_volume,net_trading_value_billion_vnd,buy_volume,buy_value_billion_vnd,sell_volume,sell_value_billion_vnd,remaining_room,current_ownership,ticker
2024-04-03,0,0.0,0,0.0,0,0.0,31137436,2.24,ame
2024-04-02,0,0.0,0,0.0,0,0.0,31137435,0.0,ame
2024-04-01,0,0.0,0,0.0,0,0.0,31137436,2.24,ame
2024-03-29,0,0.0,0,0.0,0,0.0,31137436,2.24,ame
2024-03-28,0,0.0,0,0.0,0,0.0,31137436,2.24,ame
2024-03-27,0,0.0,0,0.0,0,0.0,31137436,2.24,ame
2024-03-26,0,0.0,0,0.0,0,0.0,31137435,0.0,ame
2024-03-25,0,0.0,0,0.0,0,0.0,31137436,2.24,ame
2024-03-22,0,0.0,0,0.0,0,0.0,31137435,0.0,ame
2024-03-21,0,0.0,0,0.0,0,0.0,31137435,0.0,ame
2024-03-20,0,0.0,0,0.0,0,0.0,31137435,0.0,ame
2024-03-19,0,0.0,0,0.0,0,0.0,31137436,2.24,ame
2024-03-18,0,0.0,0,0.0,0,0.0,31137436,2.24,ame
2024-03-15,0,0.0,0,0.0,0,0.0,31137435,0.0,ame
2024-03-14,0,0.0,0,0.0,0,0.0,31137435,0.0,ame
2024-03-13,0,0.0,0,0.0,0,0.0,31137435,2.24,ame
2024-03-12,0,0.0,0,0.0,0,0.0,31137436,2.24,ame
2024-03-11,0,0.0,0,0.0,0,0.0,31137435,0.0,ame
2024-03-08,0,0.0,0,0.0,0,0.0,31137435,0.0,ame
2024-03-07,0,0.0,0,0.0,0,0.0,31137435,0.0,ame
2024-03-06,0,0.0,0,0.0,0,0.0,31137435,0.0,ame
2024-03-05,0,0.0,0,0.0,0,0.0,31137436,2.24,ame
2024-03-04,0,0.0,0,0.0,0,0.0,31137435,0.0,ame
2024-03-01,0,0.0,0,0.0,0,0.0,31137435,0.0,ame
2024-02-29,0,0.0,0,0.0,0,0.0,31137436,2.24,ame
2024-02-28,0,0.0,0,0.0,0,0.0,31137435,0.0,ame
2024-02-27,0,0.0,0,0.0,0,0.0,31136335,0.0,ame
2024-02-26,0,0.0,0,0.0,0,0.0,31136336,2.24,ame
2024-02-23,-1100,-0.01,0,0.0,1100,0.01,31136335,0.0,ame
2024-02-22,0,0.0,0,0.0,0,0.0,31136336,2.24,ame
2024-02-21,0,0.0,0,0.0,0,0.0,31136336,2.24,ame
2024-02-20,0,0.0,0,0.0,0,0.0,31136336,2.24,ame
2024-02-19,200,0.0,200,0.0,0,0.0,31136336,2.24,ame
2024-02-16,0,0.0,0,0.0,0,0.0,31136536,2.24,ame
2024-02-15,0,0.0,0,0.0,0,0.0,31136536,2.24,ame
2024-02-07,0,0.0,0,0.0,0,0.0,31136536,2.24,ame
2024-02-06,0,0.0,0,0.0,0,0.0,31136536,2.24,ame
2024-02-05,0,0.0,0,0.0,0,0.0,31136535,0.0,ame
2024-02-02,0,0.0,0,0.0,0,0.0,31136536,2.24,ame
2024-02-01,0,0.0,0,0.0,0,0.0,31136535,2.24,ame
2024-01-31,0,0.0,0,0.0,0,0.0,31136536,2.24,ame
2024-01-30,0,0.0,0,0.0,0,0.0,31136536,2.24,ame
2024-01-29,0,0.0,0,0.0,0,0.0,31136536,2.24,ame
